         128959544 function calls (128371904 primitive calls) in 467.918 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.019    0.019 sessions.py:1(<module>)
     6830    0.003    0.000    0.019    0.000 queues.py:58(_wakeup_next)
     1184    0.001    0.000    0.019    0.000 <frozen importlib._bootstrap_external>:150(_path_is_mode_type)
     3303    0.019    0.000    0.019    0.000 decoder.py:122(parse_update)
   126667    0.019    0.000    0.019    0.000 base_events.py:539(_check_closed)
     3322    0.008    0.000    0.019    0.000 base64.py:65(b64decode)
        1    0.000    0.000    0.019    0.019 adapters.py:1(<module>)
      906    0.006    0.000    0.019    0.000 functools.py:518(decorating_function)
8781/8732    0.014    0.000    0.019    0.000 _connection.py:659(_filter_none)
        1    0.000    0.000    0.019    0.019 cache_storage.py:1(<module>)
        1    0.000    0.000    0.018    0.018 request.py:565(build_opener)
        1    0.000    0.000    0.018    0.018 request.py:1381(__init__)
        1    0.000    0.000    0.018    0.018 client.py:824(_create_https_context)
       14    0.000    0.000    0.018    0.001 browser.py:93(create)
       15    0.000    0.000    0.018    0.001 browser.py:544(start)
       32    0.000    0.000    0.018    0.001 connection.py:413(send)
        2    0.000    0.000    0.018    0.009 subprocess.py:417(check_output)
     8740    0.010    0.000    0.018    0.000 pathlib.py:429(_format_parsed_parts)
        2    0.000    0.000    0.018    0.009 subprocess.py:506(run)
        1    0.000    0.000    0.017    0.017 ssl.py:683(create_default_context)
        1    0.000    0.000    0.017    0.017 platform.py:690(architecture)
        1    0.000    0.000    0.017    0.017 platform.py:646(_syscmd_file)
    15447    0.014    0.000    0.017    0.000 tasks.py:142(__del__)
    52431    0.013    0.000    0.017    0.000 inspect.py:299(ismethod)
   163582    0.017    0.000    0.017    0.000 base_events.py:2005(get_debug)
        1    0.000    0.000    0.017    0.017 debugger.py:1(<module>)
     1655    0.005    0.000    0.017    0.000 dataclasses.py:760(_get_field)
        1    0.000    0.000    0.017    0.017 display.py:49(display_class)
        1    0.000    0.000    0.016    0.016 xvfb.py:33(check_installed)
    52671    0.012    0.000    0.016    0.000 inspect.py:295(isclass)
        1    0.000    0.000    0.016    0.016 _connection.py:1(<module>)
    68807    0.016    0.000    0.016    0.000 {method 'startswith' of 'str' objects}
      137    0.002    0.000    0.016    0.000 enum.py:528(__new__)
        2    0.000    0.000    0.016    0.008 storage.py:1(<module>)
        1    0.000    0.000    0.016    0.016 ssl.py:529(load_default_certs)
        1    0.016    0.016    0.016    0.016 {method 'set_default_verify_paths' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.016    0.016 element.py:1(<module>)
      132    0.000    0.000    0.016    0.000 _compiler.py:573(_code)
    52401    0.010    0.000    0.015    0.000 inspect.py:291(ismodule)
     1373    0.008    0.000    0.015    0.000 functools.py:35(update_wrapper)
    16910    0.015    0.000    0.015    0.000 {method 'extend' of 'bytearray' objects}
        1    0.003    0.003    0.015    0.015 strategy_randomizer.py:12(generate_randomized_configs)
        2    0.000    0.000    0.015    0.008 subprocess.py:1165(communicate)
30154/30084    0.014    0.000    0.015    0.000 {method 'join' of 'str' objects}
     3417    0.005    0.000    0.015    0.000 _weakrefset.py:27(__exit__)
     8739    0.012    0.000    0.015    0.000 <frozen posixpath>:138(splitroot)
    52203    0.014    0.000    0.014    0.000 futures.py:91(__del__)
       19    0.000    0.000    0.014    0.001 connection.py:262(aopen)
        1    0.000    0.000    0.014    0.014 ssl_.py:1(<module>)
        1    0.000    0.000    0.014    0.014 connectionpool.py:1(<module>)
    17384    0.008    0.000    0.014    0.000 threading.py:299(__enter__)
        2    0.000    0.000    0.014    0.007 parser.py:1(<module>)
    19453    0.014    0.000    0.014    0.000 {built-in method from_bytes}
     6859    0.007    0.000    0.013    0.000 _base.py:383(cancelled)
    52400    0.013    0.000    0.013    0.000 {method 'co_positions' of 'code' objects}
    52400    0.009    0.000    0.013    0.000 inspect.py:492(iscode)
        1    0.000    0.000    0.013    0.013 _request_methods.py:1(<module>)
      763    0.001    0.000    0.013    0.000 <frozen importlib._bootstrap>:416(__enter__)
        1    0.000    0.000    0.013    0.013 pdbp.py:1(<module>)
 1240/132    0.005    0.000    0.013    0.000 _compiler.py:37(_compile)
    22786    0.013    0.000    0.013    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.012    0.012 url.py:1(<module>)
    57816    0.012    0.000    0.012    0.000 {method 'items' of 'dict' objects}
     1102    0.004    0.000    0.012    0.000 <frozen importlib._bootstrap>:304(acquire)
     15/6    0.000    0.000    0.012    0.002 imports.py:71(__getattr__)
        2    0.000    0.000    0.012    0.006 imports.py:11(import_name)
    44006    0.012    0.000    0.012    0.000 {method 'end' of 're.Match' objects}
      730    0.002    0.000    0.012    0.000 <frozen importlib._bootstrap>:733(_init_module_attrs)
    29050    0.012    0.000    0.012    0.000 futures.py:175(cancelled)
    16394    0.010    0.000    0.012    0.000 inspect.py:3045(<genexpr>)
     4254    0.006    0.000    0.011    0.000 dataclasses.py:701(_is_type)
    27068    0.010    0.000    0.011    0.000 {built-in method builtins.setattr}
        4    0.000    0.000    0.011    0.003 shadow_fleet_weather_mixin.py:10(_market_weather_loop)
      173    0.011    0.000    0.011    0.000 {built-in method builtins.compile}
        3    0.000    0.000    0.011    0.004 response.py:1(<module>)
        1    0.000    0.000    0.011    0.011 shadow_fleet_weather_mixin.py:41(_analyze_market_weather)
     8918    0.011    0.000    0.011    0.000 {method 'split' of 'str' objects}
     1362    0.004    0.000    0.011    0.000 <frozen importlib._bootstrap_external>:482(cache_from_source)
    26305    0.011    0.000    0.011    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.010    0.010 shadow_fleet_lifecycle_mixin.py:1(<module>)
        1    0.000    0.000    0.010    0.010 runtime.py:1(<module>)
      573    0.002    0.000    0.010    0.000 dataclasses.py:255(wrapper)
        1    0.001    0.001    0.010    0.010 pdbp.py:31(import_from_stdlib)
        1    0.000    0.000    0.010    0.010 base_case.py:1(<module>)
    18673    0.010    0.000    0.010    0.000 {method '__exit__' of '_thread.lock' objects}
        9    0.000    0.000    0.010    0.001 subprocess.py:807(__init__)
        1    0.000    0.000    0.010    0.010 shadow_recorder.py:230(log_market_weather)
        1    0.000    0.000    0.010    0.010 websocket_connection.py:1(<module>)
     3443    0.002    0.000    0.010    0.000 _base.py:337(_invoke_callbacks)
      682    0.010    0.000    0.010    0.000 {built-in method _io.open_code}
  394/248    0.000    0.000    0.010    0.000 typing.py:508(__getitem__)
     8751    0.009    0.000    0.009    0.000 {built-in method _asyncio._set_running_loop}
       10    0.000    0.000    0.009    0.001 options.py:1(<module>)
        9    0.000    0.000    0.009    0.001 subprocess.py:1791(_execute_child)
      500    0.001    0.000    0.009    0.000 shadow_fleet_lifecycle_mixin.py:65(_add_bot)
    17384    0.007    0.000    0.009    0.000 threading.py:302(__exit__)
        1    0.000    0.000    0.009    0.009 tab.py:1(<module>)
      564    0.001    0.000    0.009    0.000 _network.py:939(<lambda>)
     3450    0.004    0.000    0.009    0.000 threading.py:424(notify_all)
      940    0.004    0.000    0.009    0.000 enum.py:254(__set_name__)
       36    0.000    0.000    0.009    0.000 _connection.py:500(_create_remote_object)
    61062    0.009    0.000    0.009    0.000 {method 'write' of '_io.TextIOWrapper' objects}
     8573    0.009    0.000    0.009    0.000 {method 'isidentifier' of 'str' objects}
    15617    0.009    0.000    0.009    0.000 {built-in method _asyncio.get_running_loop}
    26251    0.009    0.000    0.009    0.000 {built-in method _asyncio.current_task}
        1    0.000    0.000    0.008    0.008 dom.py:1(<module>)
    17464    0.008    0.000    0.008    0.000 {method 'get' of '_contextvars.ContextVar' objects}
     6607    0.005    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:126(_path_join)
        1    0.000    0.000    0.008    0.008 overlay.py:1(<module>)
      564    0.002    0.000    0.008    0.000 _network.py:988(_on_frame_sent)
       14    0.000    0.000    0.008    0.001 linecache.py:80(updatecache)
     3417    0.006    0.000    0.008    0.000 _weakrefset.py:53(_commit_removals)
        1    0.000    0.000    0.008    0.008 _api_structures.py:1(<module>)
        1    0.000    0.000    0.008    0.008 mbcsgroupprober.py:1(<module>)
     1380    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap>:632(cached)
      248    0.001    0.000    0.008    0.000 typing.py:687(Union)
    16895    0.008    0.000    0.008    0.000 {method 'clear' of 'bytearray' objects}
        1    0.000    0.000    0.008    0.008 css_to_xpath.py:1(<module>)
        1    0.000    0.000    0.008    0.008 feedparser.py:1(<module>)
      519    0.001    0.000    0.008    0.000 typing.py:1242(__init__)
      700    0.001    0.000    0.008    0.000 <frozen importlib._bootstrap_external>:611(_get_cached)
        6    0.000    0.000    0.007    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.007    0.007 virtual_bot.py:1(<module>)
        1    0.000    0.000    0.007    0.007 protocol.py:1(<module>)
        1    0.000    0.000    0.007    0.007 abstractdisplay.py:105(_setup_xauth)
        1    0.000    0.000    0.007    0.007 decorators.py:1(<module>)
       51    0.001    0.000    0.007    0.000 display.py:387(send_and_recv)
        1    0.000    0.000    0.007    0.007 sbcsgroupprober.py:1(<module>)
      573    0.007    0.000    0.007    0.000 <string>:2(__repr__)
     1539    0.003    0.000    0.007    0.000 enum.py:390(__setitem__)
        1    0.000    0.000    0.007    0.007 ssl.py:1(<module>)
        1    0.000    0.000    0.007    0.007 _app.py:1(<module>)
      841    0.007    0.000    0.007    0.000 {method 'isoformat' of 'datetime.datetime' objects}
        1    0.000    0.000    0.007    0.007 _helper.py:1(<module>)
        2    0.000    0.000    0.007    0.003 decoder.py:1(<module>)
     3443    0.004    0.000    0.007    0.000 _base.py:497(set_running_or_notify_cancel)
        1    0.000    0.000    0.007    0.007 dom_snapshot.py:1(<module>)
        4    0.000    0.000    0.007    0.002 easyprocess.py:192(start)
     8749    0.006    0.000    0.007    0.000 queue.py:209(_qsize)
     8735    0.007    0.000    0.007    0.000 {method 'to_bytes' of 'int' objects}
     8529    0.007    0.000    0.007    0.000 {method '__contains__' of 'frozenset' objects}
        1    0.000    0.000    0.006    0.006 xauth.py:36(call)
        3    0.000    0.000    0.006    0.002 display.py:69(__init__)
    34736    0.006    0.000    0.006    0.000 streams.py:486(_maybe_resume_transport)
        3    0.000    0.000    0.006    0.002 display.py:83(__init__)
        1    0.000    0.000    0.006    0.006 _policybase.py:1(<module>)
    16221    0.006    0.000    0.006    0.000 {method 'discard' of 'set' objects}
    17268    0.006    0.000    0.006    0.000 {method '__enter__' of '_thread.RLock' objects}
     3415    0.003    0.000    0.006    0.000 queues.py:175(get_nowait)
        9    0.006    0.001    0.006    0.001 {built-in method _posixsubprocess.fork_exec}
     3322    0.004    0.000    0.006    0.000 base64.py:34(_bytes_from_decode_data)
     3443    0.001    0.000    0.006    0.000 futures.py:387(_call_check_cancel)
        2    0.000    0.000    0.006    0.003 emulation.py:1(<module>)
    29864    0.006    0.000    0.006    0.000 {built-in method posix.fspath}
     1102    0.001    0.000    0.006    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.006    0.006 _pyautogui_x11.py:1(<module>)
     8731    0.006    0.000    0.006    0.000 _connection.py:70(<lambda>)
        1    0.000    0.000    0.006    0.006 tracker.py:1(<module>)
        1    0.000    0.000    0.006    0.006 initialise.py:1(<module>)
        1    0.001    0.001    0.006    0.006 pathlib.py:1(<module>)
        1    0.000    0.000    0.006    0.006 _core.py:1(<module>)
      146    0.000    0.000    0.006    0.000 typing.py:740(Optional)
    16743    0.006    0.000    0.006    0.000 _map.py:21(__init__)
       48    0.000    0.000    0.006    0.000 rq.py:1357(__init__)
      500    0.001    0.000    0.005    0.000 virtual_bot.py:21(__init__)
    11803    0.005    0.000    0.005    0.000 {built-in method builtins.id}
        1    0.000    0.000    0.005    0.005 firefox_profile.py:1(<module>)
     1164    0.002    0.000    0.005    0.000 typing.py:175(_type_check)
        2    0.000    0.000    0.005    0.003 security.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _page.py:1(<module>)
        1    0.000    0.000    0.005    0.005 cd.py:1(<module>)
     3525    0.004    0.000    0.005    0.000 threading.py:394(notify)
    17464    0.004    0.000    0.005    0.000 pathlib.py:273(__len__)
        1    0.000    0.000    0.005    0.005 statistics.py:1(<module>)
        2    0.000    0.000    0.005    0.003 core.py:1(<module>)
      601    0.003    0.000    0.005    0.000 _compiler.py:243(_optimize_charset)
        1    0.000    0.000    0.005    0.005 ansitowin32.py:1(<module>)
     3322    0.005    0.000    0.005    0.000 {built-in method binascii.a2b_base64}
        1    0.000    0.000    0.005    0.005 cookiejar.py:1(<module>)
     3451    0.005    0.000    0.005    0.000 threading.py:124(RLock)
        1    0.000    0.000    0.005    0.005 types.py:1(<module>)
    17469    0.005    0.000    0.005    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.005    0.005 _handshake.py:1(<module>)
        1    0.000    0.000    0.005    0.005 _base.py:1(<module>)
       89    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:1644(_fill_cache)
        1    0.000    0.000    0.005    0.005 _context_manager.py:69(callback_wrapper)
      339    0.000    0.000    0.005    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
        1    0.000    0.000    0.005    0.005 big5prober.py:1(<module>)
        1    0.000    0.000    0.004    0.004 _fetch.py:1(<module>)
       48    0.000    0.000    0.004    0.000 rq.py:1370(reply)
       91    0.004    0.000    0.004    0.000 {built-in method posix.listdir}
       16    0.004    0.000    0.004    0.000 {method 'readlines' of '_io._IOBase' objects}
       21    0.000    0.000    0.004    0.000 browser.py:310(get)
        1    0.000    0.000    0.004    0.004 action_chains.py:1(<module>)
    34726    0.004    0.000    0.004    0.000 tasks.py:641(__sleep0)
     2496    0.004    0.000    0.004    0.000 mixins.py:12(_get_loop)
        1    0.000    0.000    0.004    0.004 drawable.py:1(<module>)
     1102    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:124(setdefault)
        1    0.001    0.001    0.004    0.004 packages.py:1(<module>)
        1    0.000    0.000    0.004    0.004 tempfile.py:1(<module>)
       39    0.000    0.000    0.004    0.000 display.py:691(query_extension)
        1    0.000    0.000    0.004    0.004 client_config.py:1(<module>)
     8124    0.004    0.000    0.004    0.000 {built-in method sys.getrecursionlimit}
